LABEL,TEXT,URL,EMAIL,PHONE,MainText,message_length,num_named_entities,sentiment_score,TEXT_cleaned,anomaly,cluster
smishing,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,yes,No,No,,150,1,0.4,congratulations ur awarded 500 of cd vouchers or 125gift guaranteed  free entry 2 100 wkly draw txt music to 87066 tncs wwwldewcom1win150ppmx3age16,1,0
ham,HI ITS KATE CAN U GIVE ME A RING ASAP XXX,No,No,No,,41,0,0,hi its kate can u give me a ring asap xxx,1,0
ham,5000 ISH MINUTES WAS 5 MINUTES AGO. WTF.,No,No,No,,40,1,-0.5,5000 ish minutes was 5 minutes ago wtf,1,0
ham,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,No,No,No,,99,0,0.35,y she dun believe leh i tot i told her its true already i thk she muz c us tog then she believe,1,0
ham,Actually i'm waiting for 2 weeks when they start putting ad.,No,No,No,,60,0,0,actually im waiting for 2 weeks when they start putting ad,1,0
ham,Why tired what special there you had,No,No,No,,36,0,-0.021428571,why tired what special there you had,1,0
ham,Uhhhhrmm isnt having tb test bad when youre sick,No,No,No,,48,0,-0.707142857,uhhhhrmm isnt having tb test bad when youre sick,1,0
ham,Customer place i will call you when I wll be free,No,No,No,,49,0,0.4,customer place i will call you when i wll be free,1,0
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya.,No,No,No,,65,1,0,rajipls do me a favour pls convey my birthday wishes to nimya,1,0
ham,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,No,No,No,,119,0,0,i calls you later afternoon onwords mtnl service get problem in south mumbai i can hear you but you cannt listen me,1,0
spam,Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.,No,No,yes,,106,2,-0.1875,santa calling would your little ones like a call from santa xmas eve call 09058094583 to book your time,1,0
ham,Sent me ur email id soon,No,No,No,,24,0,0,sent me ur email id soon,1,0
ham,You got job in wipro:)you will get every thing in life in 2 or 3 years.,No,No,No,,71,0,0,you got job in wiproyou will get every thing in life in 2 or 3 years,1,0
spam,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,yes,No,No,,155,1,0.9,cashbincouk get lots of cash this weekend wwwcashbincouk dear welcome to the weekend we have got our biggest and best ever cash give away these,1,0
ham,"Haha awesome, omw back now then",No,No,No,,31,0,0.4,haha awesome omw back now then,1,0
smishing,"You have been specially selected to receive a ""3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo",No,No,yes,,137,0,0.446428571,you have been specially selected to receive a 3000 award call 08712402050 before the lines close cost 10ppm 16 tcs apply ag promo,1,0
ham,I love to give massages. I use lots of baby oil... What is your fave position?,No,No,No,,78,0,0.5,i love to give massages i use lots of baby oil what is your fave position,1,0
ham,"Well, i'm glad you didn't find it totally disagreeable ... Lol",No,No,No,,62,0,0.433333333,well im glad you didnt find it totally disagreeable  lol,1,0
ham,Ill call you evening ill some ideas.,No,No,No,,36,0,-0.5,ill call you evening ill some ideas,1,0
ham,"Yes obviously, but you are the eggs-pert and the potato head?????€? Speak soon! ",No,No,No,,77,0,0,yes obviously but you are the eggspert and the potato head?? speak soon ,1,0
ham,"Hurry up, I've been weed-deficient for like three days",No,No,No,,54,1,0,hurry up ive been weeddeficient for like three days,1,0
ham,on a Tuesday night r u 4 real,No,No,No,,29,0,0.2,on a tuesday night r u 4 real,1,0
ham,That's cause your old. I live to be high.,No,No,No,,41,0,0.132121212,thats cause your old i live to be high,1,0
ham,TELL HER I SAID EAT SHIT.,No,No,No,,25,0,-0.2,tell her i said eat shit,1,0
ham,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,No,No,No,,119,0,0,he says hell give me a call when his friends got the money but that hes definitely buying before the end of the week,1,0
smishing,Win a ??1000 cash prize or a prize worth ??5000,No,No,No,,47,0,0.55,win a 1000 cash prize or a prize worth 5000,1,0
smishing,"This is the 2nd time we have tried to contact u. U have won the ??400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate",No,No,yes,,159,1,0.180555556,this is the 2nd time we have tried to contact u u have won the 400 prize 2 claim is easy just call 087104711148 now only 10p per minute btnationalrate,1,0
ham,Actually I decided I was too hungry so I haven't left yet :V,No,No,No,,60,0,0,actually i decided i was too hungry so i havent left yet v,1,0
ham,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao...",No,No,No,,58,1,0.2,sounds gd haha can wah u yan jiu so fast liao,1,0
ham,Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx,No,No,No,,86,0,0,babes i think i got ur brolly i left it in english wil bring it in 2mrw 4 u luv franxx,1,0
ham,"Today is ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! GOOD LUCK!!!",No,No,No,,127,1,0.453125,today is i love u day send dis to all ur valued frnds evn me if 3 comes back ull gt married d person u luv good luck,1,0
ham,"Aight, I'll ask a few of my roommates",No,No,No,,37,0,-0.2,aight ill ask a few of my roommates,1,0
ham,Love you sushma..love u lot..,No,No,No,,29,0,0.5,love you sushmalove u lot,1,0
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",No,No,No,,163,0,0.139285714,say this slowly godi love you amp i need youclean my heart with your bloodsend this to ten special people amp u c miracle tomorrow do itplspls do it,1,0
ham,Can you talk with me..,No,No,No,,22,0,0,can you talk with me,1,0
ham,Happy birthday... May ur wishes come true and stay blessed...,No,No,No,,61,0,0.575,happy birthday may ur wishes come true and stay blessed,1,0
ham,Oops i thk i dun haf enuff... I go check then tell ??..,No,No,No,,55,0,0,oops i thk i dun haf enuff i go check then tell ,1,0
ham,Also hi wesley how've you been,No,No,No,,30,0,0,also hi wesley howve you been,1,0
ham,Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house,No,No,No,,55,0,0,come aftr  ltdecimalgt now i m cleaning the house,1,0
ham,Hey so this sat are we going for the intro pilates only? Or the kickboxing too?,No,No,No,,79,0,0,hey so this sat are we going for the intro pilates only or the kickboxing too,1,11
ham,I doubt you could handle 5 times per night in any case...,No,No,No,,57,0,0,i doubt you could handle 5 times per night in any case,1,0
ham,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,No,No,No,,161,0,0.054166667,there is os called ubandu which will run without installing in hard diskyou can use that os to copy the important files in system and give it to repair shop,1,0
ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",No,No,No,,276,2,0,japanese proverb if one can do it u too can do it if none can do itu must do it indian version if one can do it let him do it if none can do itleave it and finally kerala version if one can do it stop him doing it if none can do it make a strike against it ,1,0
smishing,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,No,No,yes,,146,3,0,private your 2003 account statement for fone no shows 800 unredeemed s i m points call 08715203656 identifier code 42049 expires 261004,1,0
ham,I've been searching for the right words to thank you for this breather. I promise i wont take your help for granted and will fulfil my promise. You have been wonderful and a blessing at all times.,No,No,No,,196,0,0.642857143,ive been searching for the right words to thank you for this breather i promise i wont take your help for granted and will fulfil my promise you have been wonderful and a blessing at all times,1,0
ham,Umma. Did she say anything,No,No,No,,26,0,0,umma did she say anything,1,0
ham,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,No,No,No,,131,1,-0.25,babe  i miiiiiiissssssssss you  i need you  i crave you    geeee  im so sad without you babe  i love you ,1,0
ham,"This is one of the days you have a billion classes, right?",No,No,No,,58,0,0.285714286,this is one of the days you have a billion classes right,1,0
ham,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",No,No,No,,72,0,0,i need an 8th but im off campus atm could i pick up in an hour or two,1,0
ham,So how's the weather over there?,No,No,No,,32,0,0,so hows the weather over there,1,0
ham,Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...,No,No,No,,80,2,-0.2,jus finish my lunch on my way home lor i tot u dun wan 2 stay in sch today,1,0
ham,You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?,No,No,No,,121,0,-0.025,youre not sure that im not trying to make xavier smoke because i dont want to smoke after being told i smoke too much,1,0
ham,Yes da. Any plm at ur office,No,No,No,,28,0,0,yes da any plm at ur office,1,0
ham,Okay but i thought you were the expert,No,No,No,,38,0,0.5,okay but i thought you were the expert,1,0
ham,Sure! I am driving but will reach my destination soon.,No,No,No,,54,0,0.625,sure i am driving but will reach my destination soon,1,0
ham,So how many days since then?,No,No,No,,28,0,0.5,so how many days since then,1,0
ham,No no. I will check all rooms befor activities???that???s required???,No,No,No,,69,0,0,no no i will check all rooms befor activitiesthats required,1,60
ham,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :),No,No,No,,229,1,0.472727273,i wanted to wish you a happy new year and i wanted to talk to you about some legal advice to do with when gary and i split but in person ill make a trip to ptbo for that i hope everything is good with you babe and i love ya ,1,0
ham,Hope you are not scared!,No,No,No,,24,0,0,hope you are not scared,1,0
ham,"Say this slowly.? GOD,I LOVE YOU, I NEED YOU.",No,No,No,,45,0,0.1,say this slowly godi love you i need you,1,0
ham,So why didnt you holla?,No,No,No,,23,0,0,so why didnt you holla,1,0
ham,Yeah right! I'll bring my tape measure fri!,No,No,No,,43,0,0.446428571,yeah right ill bring my tape measure fri,1,0
ham,"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday.",No,No,No,,169,1,0,dearme at cherthalain case u r coming cochin pls call bfore u starti shall also reach accordinglyor tell me which day u r comingtmorow i am engaged ans its holiday,1,0
smishing,WE WILL HOLD YOUR PAYTM AMOUNT AFTER SOMETIME COMPLETE YOUR PAYTM KYC PAYTM OFFICE PH 6200992462,No,No,yes,,96,0,0.1,we will hold your paytm amount after sometime complete your paytm kyc paytm office ph 6200992462,1,0
ham,"It?????€?s ??6 to get in, is that ok?",No,No,No,,34,0,0.5,it??s 6 to get in is that ok,1,68
spam,"	Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182",No,No,yes,,157,0,0.2,"	thanks for your ringtone order reference number x49your mobile will be charged 450 should your tone not arrive please call customer services 09065989182",1,9
ham,?? thk of wat to eat tonight.,No,No,yes,,29,0,0, thk of wat to eat tonight,1,0
ham,HMM yeah if your not too grooved out! And im looking forward to my pound special :),No,No,No,,83,1,0.428571429,hmm yeah if your not too grooved out and im looking forward to my pound special ,1,0
ham,Thats cool. i am a gentleman and will treat you with dignity and respect.,No,No,No,,73,0,0.35,thats cool i am a gentleman and will treat you with dignity and respect,1,55
spam,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 ??3/wk 087016248,yes,No,yes,,155,3,0.5375,sex up ur mobile with a free sexy pic of jordan just text babe to 88600 then every wk get a sexy celeb pocketbabecouk 4 more pics 16 3wk 087016248,1,0
ham,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?",No,No,No,,102,0,0,i feel like a dick because i keep sleeping through your texts and facebook messages sup you in town,1,0
ham,"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... "" I will be with YOU "" Wherevr.. Whenevr.. Forevr... Gudnyt dear..",No,No,No,,158,5,-0.25,frnd s not juz a wordnot merely a relationshipits a silent promise which says   i will be with you  wherevr whenevr forevr gudnyt dear,1,0
ham,You made my day. Do have a great day too.,No,No,No,,41,0,0.8,you made my day do have a great day too,1,0
ham,Nope. I just forgot. Will show next week,No,No,No,,40,0,0,nope i just forgot will show next week,1,0
ham,"By the way, 'rencontre' is to meet again. Mountains dont....",No,No,No,,60,0,0,by the way rencontre is to meet again mountains dont,1,0
ham,Its like that hotel dusk game i think. You solve puzzles in a area thing,No,No,No,,72,0,-0.4,its like that hotel dusk game i think you solve puzzles in a area thing,1,69
ham,You said to me before i went back to bed that you can't sleep for anything.,No,No,No,,75,0,0,you said to me before i went back to bed that you cant sleep for anything,1,0
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",No,No,No,,154,0,0.0875,the sign of maturity is not when we start saying big things but actually it is when we start understanding small things have a nice evening bslvyl,1,0
ham,What is the plural of the noun research?,No,No,No,,40,0,0,what is the plural of the noun research,1,0
smishing,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,No,No,yes,,86,0,0.5,you have an important customer service announcement call freephone 0800 542 0825 now,1,0
ham,U coming 2 pick me?,No,No,No,,19,0,0,u coming 2 pick me,1,0
ham,"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.",No,No,No,,115,3,0,madamregret disturbancemight receive a reference check from dlf premaricakindly be informedrgdsrakheshkerala,1,0
ham,Dude im no longer a pisces. Im an aquarius now.,No,No,No,,47,0,0,dude im no longer a pisces im an aquarius now,1,0
ham,Just wait till end of march when el nino gets himself. Oh.,No,No,No,,58,1,0,just wait till end of march when el nino gets himself oh,1,0
ham,Really good:)dhanush rocks once again:),No,No,No,,39,0,0.35,really gooddhanush rocks once again,1,0
ham,Oh ho. Is this the first time u use these type of words? But its not appreciated???,No,No,No,,83,0,0.075,oh ho is this the first time u use these type of words but its not appreciated,1,0
ham,That is wondar full flim.,No,No,No,,25,0,0.35,that is wondar full flim,1,0
ham,Nope watching tv at home... Not going out. V bored...,No,No,No,,53,0,-0.5,nope watching tv at home not going out v bored,1,0
ham,Many times we lose our best ones bcoz we are,No,No,No,,44,0,0.75,many times we lose our best ones bcoz we are,1,0
ham,Oh oh... Den muz change plan liao... Go back have to yan jiu again...,No,No,No,,69,1,0,oh oh den muz change plan liao go back have to yan jiu again,1,0
ham,"Its ok, if anybody asks abt me, u tel them..:-P",No,No,No,,47,0,0.5,its ok if anybody asks abt me u tel themp,1,0
ham,Hey mr whats the name of that bill brison book the one about language and words,No,No,No,,79,1,0,hey mr whats the name of that bill brison book the one about language and words,1,0
ham,I dunno they close oredi not... ?? v ma fan...,No,No,No,,46,0,0,i dunno they close oredi not  v ma fan,1,0
ham,I wnt to buy a car urgently..,No,No,No,,29,0,0,i wnt to buy a car urgently,1,0
ham,Shall i come to pick that?,No,No,No,,26,0,0,shall i come to pick that,1,0
ham,"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me.",No,No,No,,140,1,0.5,arngd marriage is while u r walkin unfortuntly a snake bites u bt love marriage is dancing in frnt of d snake amp sayin bite me bite me,1,0
ham,Are you available for soiree on June 3rd?,No,No,No,,41,0,0.2,are you available for soiree on june 3rd,1,0
ham,Am surfing online store. For offers do you want to buy any thing.,No,No,No,,65,0,0.1,am surfing online store for offers do you want to buy any thing,1,0
spam,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs ??1.50 each",No,No,yes,,131,1,0.405,3 free tarot texts find out about your love life now try 3 for free text chance to 85555 16 only after 3 free msgs 150 each,1,0
ham,Cuz ibored. And don wanna study,No,No,No,,31,1,0,cuz ibored and don wanna study,1,0
ham,The hair cream has not been shipped.,No,No,No,,36,0,0,the hair cream has not been shipped,1,0
ham,Did you get any gift? This year i didnt get anything. So bad,No,No,No,,60,0,-0.7,did you get any gift this year i didnt get anything so bad,1,0
ham,"Doing nothing, then u not having dinner w us?",No,No,No,,45,0,0,doing nothing then u not having dinner w us,1,0
ham,One small prestige problem now.,No,No,No,,31,0,-0.25,one small prestige problem now,1,0
ham,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.,No,No,No,,95,0,0,check maili have mailed varma and kept copy to you regarding membershiptake careinsha allah,1,0
ham,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.,No,No,No,,63,0,0,dnt worryuse ice pieces in a cloth packalso take 2 tablets,1,0
ham,Meet after lunch la...,No,No,No,,22,0,0,meet after lunch la,1,0
smishing,PRIVATE! Your 2003 Account Statement for shows 1000 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,No,No,yes,,134,2,0,private your 2003 account statement for shows 1000 unredeemed sim points call 08715203685 identifier code4xx26 expires 131004,1,0
ham,Probably a couple hours tops,No,No,No,,28,0,0,probably a couple hours tops,1,0
spam,"Win the newest ?????€?Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",No,No,No,,141,1,0.55625,win the newest ??harry potter and the order of the phoenix book 5 reply harry answer 5 questions  chance to be the first among readers,1,0
spam,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,No,No,yes,,155,0,0.115,married local women looking for discreet action now 5 real matches instantly to your phone text match to 69969 msg cost 150p 2 stop txt stop bcmsfwc1n3xx,1,0
smishing,"Loan for any amount ??500 - ??75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",No,No,yes,,163,1,0.258333333,loan for any amount 500  75000 homeowners  tenants welcome have you been previously refused we can still help call free 0800 1956669 or text back help,1,19
ham,Did u download the fring app?,No,No,No,,29,0,0,did u download the fring app,1,0
ham,What happen to her tell the truth,No,No,No,,33,0,0,what happen to her tell the truth,1,0
smishing,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com,yes,No,yes,,118,0,0.366666667,important information 4 orange user 0796xxxxxx today is ur lucky day2 find out why log onto httpwwwurawinnercom,1,0
ham,I've been searching for the right words to thank you for this brother. I promise i wont take your help for granted and will fulfill my promise. You have been helping at all times.,No,No,No,,179,0,0.285714286,ive been searching for the right words to thank you for this brother i promise i wont take your help for granted and will fulfill my promise you have been helping at all times,1,0
smishing,"	Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs app",yes,No,No,,110,0,0,"	dear voucher holder 2 claim this weeks offer at your pc go to httpwwwetlpcoukexpressoffer tscs app",1,0
ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,No,No,No,,106,1,0,i got a call from a landline number   i am asked to come to anna nagar    i will go in the afternoon,1,70
ham,Am in film ill call you later.,No,No,No,,30,0,-0.25,am in film ill call you later,1,0
spam,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",yes,No,yes,,143,0,0,dear voucher holder 2 claim this weeks offer at your pc go to httpwwwetlpcoukexpressoffer tscs apply2 stop texts txt stop to 80062,1,0
ham,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho",No,No,No,,88,0,0.11,hmm too many of them unfortunately pics obviously arent hot cakes its kinda fun tho,1,0
spam,This message is brought to you by GMW Ltd. and is not connected to the,No,No,No,,70,1,0,this message is brought to you by gmw ltd and is not connected to the,1,0
ham,Many more happy returns of the day. I wish you happy birthday.,No,No,No,,62,0,0.65,many more happy returns of the day i wish you happy birthday,1,0
ham,"Sorry, went to bed early, nightnight",No,No,No,,36,0,-0.2,sorry went to bed early nightnight,1,0
ham,You do your studies alone without anyones help. If you cant no need to study.,No,No,No,,77,0,0,you do your studies alone without anyones help if you cant no need to study,1,0
ham,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm,No,No,No,,64,0,0,boo im on my way to my moms shes making tortilla soup yummmm,1,0
ham,Have you finished work yet? :),No,No,No,,30,0,0.5,have you finished work yet ,1,0
smishing,"Your iPhone ID is due to expire today, Please tap https://is.gd/AppVerify to update and prevent loss of services and Apps.",yes,No,No,,122,1,-0.125,your iphone id is due to expire today please tap httpsisgdappverify to update and prevent loss of services and apps,1,0
ham,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",No,No,No,,158,0,0.725,mmmmm  i loved waking to your words this morning  i miss you too my love i hope your day goes well and you are happy i wait for us to be together again,1,0
ham,Wat makes some people dearer is not about de happiness dat u feel when u meet them but about d pain u feel when u miss dem!!!,No,No,No,,125,1,1,wat makes some people dearer is not about de happiness dat u feel when u meet them but about d pain u feel when u miss dem,1,0
ham,Think + da. You wil do.,No,No,No,,23,0,0,think  da you wil do,1,0
smishing,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,No,No,yes,,89,0,0.375,your unique user id is 1172 for removal send stop to 87239 customer services 08708034412,1,0
ham,"Damn, can you make it tonight or do you want to just wait til tomorrow",No,No,No,,70,0,0,damn can you make it tonight or do you want to just wait til tomorrow,1,0
ham,Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...,No,No,No,,123,0,0,ha both of us doing e same thing but i got tv 2 watch u can thk of where 2 go tonight or u already haf smth in mind,1,0
ham,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!,No,No,No,,114,0,0.357142857,my sort code is  and acc no is  the bank is natwest can you reply to confirm ive sent this to the right person,1,0
ham,As per your request 'Maangalyam (Thirupathe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,No,No,No,,135,1,0,as per your request maangalyam thirupathe has been set as your callertune for all callers press 9 to copy your friends callertune,1,71
ham,R ?? comin back for dinner?,No,No,No,,27,0,0,r  comin back for dinner,1,0
ham,"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt; ",No,No,No,,89,1,-0.166666667,sorry ill call later in meeting any thing related to trade please call arul ltgt ,1,0
spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry  call 08452810073,No,No,yes,,106,0,0.6,free entry in 2 a weekly comp for a chance to win an ipod txt pod to 80182 to get entry  call 08452810073,1,0
ham,Good Morning my Dear........... Have a great &amp; successful day.,No,No,No,,66,0,0.75,good morning my dear have a great amp successful day,1,0
ham,"We're all getting worried over here, derek and taylor have already assumed the worst",No,No,No,,84,1,-1,were all getting worried over here derek and taylor have already assumed the worst,1,0
ham,I went to project centre,No,No,No,,24,0,0,i went to project centre,1,0
ham,Sure but since my parents will be working on Tuesday I don't really need a cover story,No,No,No,,86,0,0.35,sure but since my parents will be working on tuesday i dont really need a cover story,1,72
ham,"Sorry, I'll call later???hope u understand..",No,No,No,,44,0,-0.5,sorry ill call laterhope u understand,1,0
spam,WIN a year supply of CDs 4 a store of ur choice worth ??500 & enter our ??100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com,yes,No,No,,127,2,0.55,win a year supply of cds 4 a store of ur choice worth 500  enter our 100 weekly draw txt music to 87066 tscs wwwldewcom,1,0
ham,Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-),No,No,No,,65,2,0.5,reading gud habit nan bari hudgi yorge pataistha ertini kano,1,0
ham,I am not sure about breakfast menu. . . I know only about noon menu,No,No,No,,67,0,-0.125,i am not sure about breakfast menu   i know only about noon menu,1,35
ham,Why she wants to talk to me,No,No,No,,27,0,0.2,why she wants to talk to me,1,0
smishing,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382,No,No,yes,,132,1,0.2,free camera phones with linerental from 449month with 750 cross ntwk mins 12 price txt bundle deals also avble call 08001950382,1,0
smishing,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,No,No,yes,,155,1,0,someone has conacted our dating service and entered your phone because they fancy youto find out who it is call from landline 09111030116 pobox12n146tf15,1,1
smishing,Dear PAYTM customer your Paytm KYC has expired. Contact customer care No-8536074310 immediately. your account will Block within 24 hr. Thank you PAYTM TEAM.,No,No,yes,,156,3,0,dear paytm customer your paytm kyc has expired contact customer care no8536074310 immediately your account will block within 24 hr thank you paytm team,1,0
ham,"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?",No,No,No,,94,0,-0.3,hmmm  i thought we said 2 hours slave not 3  you are late  how should i punish you ,1,0
ham,U having lunch alone? I now so bored...,No,No,No,,39,0,-0.5,u having lunch alone i now so bored,1,0
ham,DO U WANT 2 MEET UP 2MORRO,No,No,No,,26,1,0,do u want 2 meet up 2morro,1,0
ham,Yes ammae....life takes lot of turns you can only sit and try to hold the steering...,No,No,No,,85,0,0,yes ammaelife takes lot of turns you can only sit and try to hold the steering,1,0
ham,Yar else i'll thk of all sorts of funny things.,No,No,No,,47,1,0.25,yar else ill thk of all sorts of funny things,1,0
ham,Surly ill give it to you:-) while coming to review.,No,No,No,,51,1,0,surly ill give it to you while coming to review,1,0
spam,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel",No,No,yes,,152,2,-0.8,rock yr chik get 100s of filthy films xxx pics on yr phone now rply filth to 69669 saristar ltd e14 9yt 08701752560 450p per 5 days stop2 cancel,1,0
ham,Nope i waiting in sch 4 daddy...,No,No,No,,32,0,0,nope i waiting in sch 4 daddy,1,0
ham,"Didn't try, g and I decided not to head out",No,No,No,,43,0,0,didnt try g and i decided not to head out,1,0
ham,Where are you ? You said you would be here when I woke ... :-(,No,No,No,,62,0,-0.75,where are you  you said you would be here when i woke  ,1,0
ham,What time you coming down later?,No,No,No,,32,0,-0.077777778,what time you coming down later,1,0
ham,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?",No,No,No,,78,0,0,i have 2 sleeping bags 1 blanket and paper and  phone details anything else,1,0
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",No,No,No,,158,4,0.4,honeybee said im d sweetest in d world god laughed amp said waitu havnt met d person reading this msg moral even god can crack jokes gmgngegn,1,0
spam,subscribe to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,No,No,yes,,101,1,0,subscribe to weekly ringtoneget 1st week freesend subpoly to 816183 per weekstop sms08718727870,1,0
spam,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or ??250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",yes,No,yes,,160,2,0.625,free entry to the gr8prizes wkly comp 4 a chance to win the latest nokia 8800 psp or 250 cash every wktxt great to 80878 httpwwwgr8prizescom 08715705022,1,0
ham,Then u drive lor.,No,No,No,,17,0,0,then u drive lor,1,0
ham,Ok???tell me later???,No,No,No,,21,0,0,oktell me later,1,0
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,No,No,yes,,102,2,0,dear 0776xxxxxxx uve been invited to xchat this is our final attempt to contact u txt chat to 86688,1,0
ham,Quite lor. But dun tell him wait he get complacent...,No,No,No,,53,0,0,quite lor but dun tell him wait he get complacent,1,0
ham,I just really need shit before tomorrow and I know you won't be awake before like 6,No,No,No,,83,0,0,i just really need shit before tomorrow and i know you wont be awake before like 6,1,0
